"Find companies","Created At","Updated At","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL","Update People Search (Find people Table) - 2025-07-25T09:00:16.081Z","Send table data","Send table data (2)","Send table data (3)","Send table data (4)","Send table data (5)"
,"2025-07-25T13:00:41.393Z","2025-07-28T11:50:50.890Z","Premier Concrete Inc.","Through our Shoretec group, Premier Concrete offers the most durable, effective and environmentally-friendly, erosion control revetment methods for fighting severe erosion problems.

Whether you are an engineer, architect, designer, or contractor there are projects which require hard-armor revetment systems to prevent erosion of soils and sub grades. We are a leader in the design and manufacture of these systems. Our articulating concrete block (ACB) system is durable, aesthetic and an environmentally compatible solution at a cost savings of up to 50% when compared to traditional hard armor methods.

Premier Concrete is proud to announce the addition of ShoreJax.","Construction","51-200 employees","Privately Held","Denham Springs, LA","United States","shoretec.com","https://www.linkedin.com/company/premier-concrete-inc.","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:50:51.135Z","Black House Façades","Black House Façades is a design construction team working to produce and install high quality rain screen assemblies and façades. Black House is an environmentally conscious construction company that utilizes new processes such as solar and wind power systems along with rain water collection. Utilization of new technologies along with years of experience in many traditional products makes Black House a power house when it comes to assisting in product specifications and design during pre-construction to make the procurement, lead times, and shops meet project expectations. 
Edgy • Innovative 

Twitter: @BlackHouseFacad
Instagram: @blackhousefacades
Facebook: @blackhousefacades","Construction","51-200 employees","Privately Held","Phillipsburg, New Jersey","United States","black-house.org","https://www.linkedin.com/company/blackhousefacades","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:50:51.135Z","SME Mechanical","At SME Mechanical, we provide the comfort.
SME Mechanical is a full service mechanical contractor company in central Iowa specializing in complete mechanical design and engineering of heating, ventilation, air-conditioning systems, and piping. Our full service sheet metal shop handles fabrication and installation to fit all needs, including architectural metal.
We provide comfort for our customers, during the construction process and with the final end product. SME Mechanical handles everything for our customers and our people make sure the entire job is done right. The SME Mechanical team is known throughout the industry for professionalism, excellent project management, and commitment to long-term relationships. Our detailed processes and depth of experience enable us to develop realistic, cost-effective strategies to help our customers achieve their goals.
First established as Sheet Metal Engineering, Inc. in 2002 by Jeff Lindell, SME Mechanical is a continuation of several mechanical groups that have evolved over the years from the very best mechanical contractors. We combined the best aspects of each to form a more advanced and efficient operation. We’re newer than other companies, but our experience is deep-rooted and we have a fresh approach to doing business.
SME Mechanical is located at 219 New York Avenue in the heart of Des Moines’ old industrial Highland Park neighborhood, just north of downtown Des Moines, Iowa.
We invite you to check out our services and projects below, or contact us to learn more.

Our Capabilities
Design+build mechanical contracting
Detailed installation shop drawings using Integrated Project Delivery/BIM capabilities beyond the X, Y, and Z coordinates
Custom parts layout","Construction","51-200 employees","Privately Held","Des Moines, IA","United States","smemech.com","https://www.linkedin.com/company/sme-mechanical","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:50:51.135Z","MiraCosta Community College - Design Department","The Design program offers courses in architecture, drafting, and engineering for students who wish to transfer to a four-year institution or gain employment in the fields of architectural design, computer aided design, mechanical design, and engineering design. The program also offers courses for those who may not be pursuing a career in design but who have an interest in or need to understand graphic communication.

The engineering course work includes engineering design graphics courses for students majoring in aerospace, civil, environmental, industrial, mechanical, and structural engineering.

The architectural course work gives students a working knowledge of the practices and technical aspects of architectural design and drawing.

Careers in architecture, some of which require an undergraduate degree, include urban planner, surveyor, draftsperson, building inspector, corporate architect, and technical illustrator.

Employers for students obtaining certificates and associate degrees include federal, state, and local land use planning agencies; building and transportation agencies; private architectural, contract, and construction companies; and for-profit industrial and manufacturing companies in life science, defense, sport/recreation equipment, and various other industries.","Design Services","51-200 employees","Educational","Oceanside, California","United States","miracosta.edu","https://www.linkedin.com/company/miracosta-community-college-design-department","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:50:51.135Z","Autostone Floor Systems","AutoStone Floor Systems is a company filled with construction expertise and automotive industry knowledge.  Your AutoStone team is versed in products designed for the automotive retail dealership facility.  AutoStone products and services are installed on-time and on-budget, every-time.

We are more than a materials manufacturer, supplier and supply-chain distribution resource for the automotive retail market.  AutoStone services also include feasibility planning, project management and installation services.  We provide you job site installation supervision with AutoStone installers and quality control inspections throughout the entire process.

We have dedicated technical support teams to provide space planning CAD drawings, estimating, quotations, order tracking, transportation logistics and installation co-ordination.  The AutoStone resource approach is designed and dedicated to provide accurate estimating documents and efficient critical path project management support.

We are committed to doing it right the first time.","Construction","51-200 employees","Privately Held","Richardson, Texas","United States","autostoneusa.com","https://www.linkedin.com/company/autostone-floor-systems","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:50:51.135Z","The Farfield Company","The Farfield Company is a construction company based out of  517 Airport Road Lititz, Pennsylvania, United States.","Construction","51-200 employees","Privately Held","Lititz, Pennsylvania","United States","farfield.net","https://www.linkedin.com/company/the-farfield-company","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:50:51.135Z","Alpine Plumbing Inc","Alpine Plumbing Inc is a construction company based out of Brookfield, WI","Construction","51-200 employees","Privately Held","Brookfield, Wisconsin","United States","alpineplumbinginc.com","https://www.linkedin.com/company/alpine-plumbing-inc","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:50:51.135Z","buy-arearugs.com","Buy-arearugs.com is one of the well-known online stores, which is into fully designing best styles in area rug at a much inexpensive rate. The best thing about this online store is it is a collaboration of best quality and nominal pricing that makes it a customer friendly website. There are number of customers who shop for area rugs from here that perfectly match to their expectations. 

The main motto that we follow here is to provide area rugs designed in some of the best fabrics. Every area rug that you see in this online store is styled in very distinctive ways that actually blend with every interior décor. You can find every kind of area rug here starting from traditional area rug to the latest style in contemporary area rug. Some of the common styles in area rugs that are always on demand here are oriental rugs, designer rug, kid’s area rug, contemporary area rugs, traditional area rugs, braided area rugs and many more. 

Are you planning to shift to a new house or want to revamp your place with the best interior accessories? Then you really need to have a look over the various styles in area rugs that are provided in this online store. No worries, you will surely get the best styles, colors, shapes and sizes in several area rugs from which you can shop for the one that matches to the theme of your house.

Buy-arearugs.com has a list of customers with proper details about them to keep them updated with the latest updates that takes place in the site.","Design Services","501-1,000 employees","Privately Held","New Bern, NC","United States",,"https://www.linkedin.com/company/buy-arearugs-com","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:50:50.890Z","Dynalectric Ohio","For over 25 years, Dynalectric Ohio has been a leading provider of high performance electrical systems, innovative technology applications, and expert services. We are a full-service electrical and data contractor with extensive project experience ranging from small, simple jobs to large, complex undertakings.

Whether for electrical construction, low-voltage systems, high-technology distribution, or life safety systems, Dynalectric’s skilled people, high-tech tools, and sophisticated expertise can help get the job done on time and within budget. 

Our experienced office and field management professionals provide flexibility for turnkey projects. Detailed planning, clearly understood scheduling, well-documented project meetings, timely tracking, and effective team coordination help us deliver cost-effective, high-quality projects. Additionally, we support our staff with cutting-edge technologies, including computer-assisted-design (CAD) for fast, precise design and engineering drawings as well as sophisticated infrared scanning for early problem detection.

Our preventive and predictive maintenance programs keep electrical power systems functioning properly, enhancing reliability, productivity, and safety. Service teams are available 24/7/365 and are backed by a delivery fleet that can immediately rush inventory and equipment needed in the field.","Construction","51-200 employees","Public Company","Columbus, Ohio","United States","dyna-oh.com","https://www.linkedin.com/company/dynalectric-company-of-ohio","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:50:51.135Z","Wallboard Specialties Inc.","Wallboard Specialties, Inc is a commercial wall and ceiling firm focusing primarily on: metal stud framing, drywall, insulation, acoustical ceilings, specialty wall and ceiling treatments, doors, frames and hardware, and other specialty finishes.","Construction","201-500 employees","Privately Held","West Valley City, UT","United States","wallboardspecialties.net","https://www.linkedin.com/company/wallboard-specialties-incorporated","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:50:51.135Z","RAYGEN SERVICES, LLC","Our versatile, experienced team embraces new challenges. We offer our clients a variety of services and thrive on the prospect of delivering successful jobs and innovative solutions.","Construction","51-200 employees","Privately Held","BATON ROUGE, Louisiana","United States","raygenservices.com","https://www.linkedin.com/company/raygen-services-llc","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:50:51.135Z","KDS Group - Kreato Design Studio","At  KDS Group your ideas are transformed into reality… We call ourselves a boutique design studio.

Our main philosophy at KDS since our inception is to provide premium and high quality products. 

We believe that every client should be treated as our sole client. We provide a personal touch to each job and strive to give our clients a unique solution to their POS needs.

SERVICES

Fixtures
The Finest Materials and the highest quality standards is our signature on every finished product we deliver to you.

Concepts
Our highly skilled designer & arquitects on staff will make possible anything your mind desires.

Graphic Design
Our capabilities range from basic graphic adaptations to creating virtual worlds in any format that suit your needs.

Interactive
Shoppers now-a-days require that the POP Displays interact with them. At KDS we provide our clients with the highest interactive technology for Customer Engagement.

Retail
Our in depth retail experience has enabled us to provide our clients with a 360* brand image, where the customer is guided and immersed into a holistic and enjoyable shopping experience.

Industrial Design
Whether it be simple or complex, we at KDS thrive in delivering the best solution tailor made to fit our clients’ needs.","Design Services","201-500 employees","Self Owned","San Francisco, CA","United States","kdsgroup.us","https://www.linkedin.com/company/kreato-design-studio---kds-group","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:50:50.890Z","RSQ Fire Protection LLC","RSQ Fire Protection has been providing quality fire protection services to the greater Indianapolis area since 2010. Budgets, estimates, value engineering, in house design, BIM modeling and design assistance are just a few notable services we provide and have been providing to our clients. Our skilled and trained labor force excel at projects large and small ranging from industrial to commercial to residential. In addition, our knowledgeable management and labor team provide our clients and potential clients with the highest level of fire protection service and system inspections. We at RSQ strive to set high expectations for our clients and reset those expectations with every interaction.

We provide certifications in the testing and repairing of backflow device along with the installation of corrosion mitigating devices. RSQ Fire Protection is NICET (National Institute of Certification in Engineering Technologies) Certified in Automatic Sprinkler System Layout and Special Hazard Suppression Systems.","Construction","51-200 employees","Partnership","Indianapolis, Indiana","United States","rsqfireprotection.com","https://www.linkedin.com/company/rsq-fire-protection-llc","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:31.739Z","G&A FIRE PROTECTION CORPORATION","G & A Fire Protection Corp. was established in 1991, our outstanding customer service and first-rate quality of work has earned us
an excellent reputation in our field and within the city jurisdictions in which we perform for the past 20 years.
A member of the National Fire Protection Association, G & A enjoys a reputation for dependability, customer satisfaction and is
proud to have staff that has been certified by the National Institute for Certification in Engineering Technologies (N.I.C.E.T.).
Specializing in Automatic Fire Sprinkler Systems in Commercial, Residential and Industrial applications, G & A Fire Protection
handles all aspects of your fire protection project from Engineering, Installation and completion of your fire protection systems.
We are also pleased to offer Underground Utility throughout Southern California. We carry the following license classification:
C-16 Fire Protection, A-General Engineering, C-36 Plumbing and C-42 Sanitation Systems. As a design build contractor, G & A
Fire Protection prides itself to perform all design services in-house; a Design-Build and Consulting contractor with the most up to
date software & hardware technologies in CAD & Sprinkler Design. G & A Fire Protection Will not subcontract any portion of its
work.
G & A Fire Protection prides itself with quality employees. You will find our Field crews professional and well-trained, ready to make
your project a success! Our helpful customer service representatives are available Mon-Fri to assist you with whatever needs you
might have.","Construction","51-200 employees","Privately Held","Van Nuys, CA","United States","gafirecorp.com","https://www.linkedin.com/company/gafireprotection","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:31.739Z","DLM Holdings LLC","With experience rooted deeply in custom millwork and other specialty wood products, DLM Holdings has established itself as one of the premier wood solutions companies in the nation. Specializing in hospitality, education and corporate interiors, DLM provides complete bids and exceptional project management on every job.

The DLM name is trusted by interior designers and construction managers/estimators to provide the detailed process and high-quality craftsmanship to elevate their projects. From New York and Boston to Chicago and the Midwest, we always follow through on our promise to “start with trust and finish with excellence.”

Offering a 65,000 square foot production facility in Green Bay and an East Coast sales office, we are structured to deliver excellence in both production and after sales support. Our processes have been streamlined to manage efficiencies and provide value to our customers at all times. In addition to quality and on-time delivery we strive to be “Easy to Do Business With” and to have a “Can Do Attitude” for our customers. 

Our equipment includes

Design:
-AutoCAD 2015
-Microvellum
-V.6 7 Ardis Optimizer
-Inventor 2015
-Bluebeam Revu
-Router-Cim 2016

Machining:
-Biesse Skill 1536 Point-to-point GNC Machine
-Giben Horizontal Panel Saw
-Akron 855 Edgebander
-Omal Boring Machine
-Mac Dust System

Finishing:
-Finishing Ovens
-2 Paint booths
-Make up Air Systems
-Weing Unimal 1000-6 headed molder

To us, being FSC certified and AWI Certified Premium is more than a plaque on the wall. It’s a commitment to respecting nature and the natural materials that we touch every day. From installing millwork on an award-winning LEED project to recycling offcut materials to a local Restore, we’re proud to make a positive impact and give back to a resource that has been kind to us.","Construction","51-200 employees","Privately Held","Green Bay, WI","United States","dlm-holdings.com","https://www.linkedin.com/company/dlm-holdings-llc","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:31.739Z","Premier Service Company Inc.","Premier Service Company, Inc. is a full service electrical, heating, cooling, plumbing, and alarm contractor serving the commercial, industrial, and residential markets. We also offer customized Design / Build services in all phases of our operations, including full AutoCAD capabilities.
Since its founding in 1992, Premier Service Company has grown from 7 employees to its present 130 employees. Our company has 70 vehicles on the road to better serve our customers. We are interested in bidding contract amounts up to $2 million. Our bond limit, issued by Travelers Casualty and Surety Company of America, an A-rated United States Treasury listed company, is $6 million per job, with a maximum amount of $8 million. The State of Alabama licenses us and our license number is 19627U.
Our shop is a 22,000 square foot building located at 1201 15th Street, in the heart of Tuscaloosa. It has a fully-equipped sheet metal shop. Our electrical department covers a large spectrum of the field: industrial projects, large commercial projects, commercial / residential service work, custom control wiring, commercial / industrial / residential remodeling, parking lot and special commercial lighting, sign lighting and control.","Construction","51-200 employees","Privately Held","Tuscaloosa, AL","United States","premierservicecompany.com","https://www.linkedin.com/company/premier-service-company-inc-","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:31.739Z","RJL Group, Inc.","RJL Group, Inc. (RJL) is a family-owned and certified women-owned Union Electrical Contracting business located in Alsip, IL.   Our family includes Union Electricians, Project Managers and Estimators with over sixty-five years of experience, accounting staff, and CAD operators. 
In addition to offering electrical services for new construction or upgrading old systems, RJL runs a complete service and maintenance division. This division helps with routine maintenance, repairs, and emergency services for clients.  With 100% Ownership involvement on every project, we provide premium service to all clients and projects, committing passion, integrity, and accountability. Client satisfaction is our priority. We are your high-end electrical contractor.
For more information email info@rjlgroup.org, call, or visit our website listed below.","Construction","51-200 employees","Public Company","Chicago, Illinois","United States","rjlgroup.org","https://www.linkedin.com/company/rjl-group-inc-electrical-contractors","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:31.739Z","Galaxy Outdoor","Galaxy Outdoor is the nation’s premier designer and builder of custom outdoor kitchens. We manufacture custom built cabinets for outdoor kitchen islands, fire pits, fire tables, Kamado Smoker Grills and other outdoor accessories. We have our own Galaxy line of stainless steel storage solutions (doors, drawers, trash, LP tank holders, etc) made to the highest specifications. We are a distributor for multiple lines of BBQ grills, refrigeration systems, ice makers, wine cabinets and other various items needed for a complete outdoor kitchen. Galaxy is a locally owned and operated company with all manufacturing done in Las Vegas, Nevada. All of our product lines are 100% USA made.

Galaxy Outdoor is also a proud distributor of Jacuzzi and Hydropool products. If you are interested in speaking with a sales manager, scheduling a wet test, or learning more about our products please give us a call today!","Construction","51-200 employees","Public Company","Las Vegas, Nevada","United States","galaxyoutdoor.com","https://www.linkedin.com/company/galaxy-outdoor","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:29.380Z","Simsona BIM","A leading provider of comprehensive Building Information Modeling (BIM) services. We are passionate about revolutionizing the construction industry through innovative digital solutions that enhance collaboration, efficiency, and project outcomes.

With a team of skilled professionals and cutting-edge technology, we specialize in delivering end-to-end BIM services across various sectors, including architecture, engineering, and construction. Our expertise spans from pre-construction design and coordination to during construction support, facilitating a seamless transition from concept to reality.

At Simsona BIM, we understand that successful project execution requires a holistic approach. That's why we offer a wide range of BIM services tailored to meet the unique needs of each client and project. Whether it's creating detailed 3D models, clash detection and coordination, quantity takeoff and estimation, or facilities management integration, our solutions are designed to optimize project delivery and maximize value.

We pride ourselves on our commitment to excellence and customer satisfaction. Our collaborative approach ensures that we work closely with our clients, becoming an integral part of their project team. We prioritize effective communication, timely delivery, and attention to detail, ensuring that every project receives the utmost attention and expertise.

As technology continues to evolve, we stay at the forefront of the industry, constantly expanding our knowledge and exploring new tools and methodologies. Our team is proficient in the latest BIM software platforms, enabling us to leverage the power of data-driven modeling and analysis to drive informed decision-making and mitigate risks.

Join us in embracing the digital transformation of the construction industry. Together, let's unlock the full potential of BIM to create smarter, more sustainable, and more efficient built environments.","Construction","201-500 employees","Privately Held","Rockville, Maryland","United States","simsonabim.com","https://www.linkedin.com/company/simsona-bim","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:29.062Z","ANRON MECHANICAL SERVICES INC","Found in 1965 and privately owned and operated, Anron is among the largest, most innovative and highly respected full service HVAC manufacturing, installation and service organizations in Metroplitian New York and Long Island.
Anron provides service on every type of project, from office buildings and corporate headquarters to shopping malls, hospitals, schools, Aissted living facilities, pharmeacutical laboratories, correctional facilities and more.
Anron’s unique vertically-integrated menu of HVAC, sheetmetal fabrication, and systems maintenance services includes:
• Complete HVAC system design, system modifications, and steamfitting services, from drafting and layout to full field installation.
• Sheetmetal layout and coordination drawings, including CAD-based computer drawings.
• Sheet metal fabrication including a completely automated in-house shop with computer-driven plasma
cutters, automated coil line, spril duct production capability and a welding facility.
• A fully equiped service division of Local 638 B Service mechanics who are available 24-hours-a-day, 365
days a year.
Union Affiliations:
• Local 28 “A”& “C” Sheet Metal Workers • Local 638 “B” Service Mechanics

Construction Divison:
Bonding Capacity:
• $40M Single / $70 Aggregate","Construction","51-200 employees","Privately Held","N Babylon, New York","United States",,"https://www.linkedin.com/company/anron-mechanical-services-inc","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:29.062Z","Siegel and Stockman","More than a century ago, Fredric Stockman was the first to think that it should be possibly to standardize the shapes of the human body. That is how the sizes in cloths, that we know today, came into being. At a tie when only the rich had their tailors and dress-makers, he was a precursor in believing in the burgeoning democratization of cloths and, together with his associate and designer, Siegel, he started to manufacture busts and dummies to be used in the ready-to-wear trade and by couturiers.

Thus the famous “Stockman's” can be seen in Haute Couture windows and workshops all over the world, but the refinement goes further than that. It is not ordinary standard bust. For that purpose, we work with big fashion houses such as Jean-Paul Gautier, Dior and Saint-Laurent and we enlarge the bust or slim down the waist and hips of our dummies according to fashion trends. Two sculptures work for us and shape the bust”.

Every year, more than 5,000 busts intended for haute couture and 100,000 tailor's dummies leave the workshops in Gennevilliers to be used in show windows all over the world. “The market has grown considerably and small shops have been replaced by chain stores such as Gap. So we have to modify our sales strategy. We now have a subsidiary in the United States and we are about to invest in Japan and in Great Britain, two big markets.""

At Siegel & Stockman, without displaying frenzied, unconscious optimism, people feel confident and sure of their know-how. “Our strength lies in our being able to manufacture different products, with different shapes of figures, or with wooden or metal feet, according to the wishes of the customers and to make moulds corresponding exactly to their demands. For two years, in addition to haute couture busts made of papier-mâché covered in cotton. We have created a resin model which is faster to manufacture, thereby increasing our production capacity.”","Design Services","51-200 employees","Self Owned","New York","United States","siegel-stockman.com","https://www.linkedin.com/company/siegel-stockman","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:29.062Z","KSU Engineering","KSU Engineering is a woman owned engineering consulting firm with experience and expertise in the vast arenas of the electrical engineering world. Whether you need a lighting plan for your office, a PV system for your house, or an Arc flash study for your facility, we will be happy to provide you with a service that is custom-tailored for you. Over numerous years of experience in diverse fields within the electrical engineering industry, we have amassed the skill set, expertise, and knowledge to be the best at what we do. We are dedicated to client satisfaction, passionate about the work we do and proud of every project we deliver. We set ourselves apart with our devotion to constantly evolve, by expanding our skill set, knowledge, and expertise, which allows us to always provide the best possible service for the people we serve.","Design","51-200 employees","Privately Held","San Diego, California","United States","ksuengineering.com","https://www.linkedin.com/company/ksu-engineering","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:28.700Z","Alois Roofing & Sheet Metal","Built on a tradition of quality and superior value, we continually offer our clients tailor made roofing solutions of long lasting performance. Highly skilled tradesman with particular attention to detail assures your project will receive the work required.

It is a sense of pride put into every project that is our biggest reward. It has been this long standing approach, completing some of the most challenging and demanding projects in the industry that has made us the successful customer preferred company we are today. We thank you for visiting our site and hope you one day experience the Alois difference.

** Commercial **

No matter what the scope of design, architectural sheet metal, technological low slope (thermal plastic, Modified Bitumen, EPDM membrane), or green roof technology, we have completed some of the most intricate and long lasting systems. Whether a small business, large commercial, industrial, or religious/historic structure, we have the expertise, personnel, and necessary equipment to complete your project in a safe, timely, and exceptional manner. 

** Service Repairs **

Our repair department is always ready to service your needs. Unfortunately, not all roof and sheet metal systems are designed, fitted, and installed to meet their long term capabilities. Through our experienced technicians, knowledgeable well thought out solutions can be implemented to extend the life of inadequate work with your budget in mind.

** Residential **

We handle every facet of steep slope roof systems from new installations to complete replacement. Whether its tile, slate, metal, asphalt or cedar roofing, for our customers we bring the experience required to properly complete all aspects of design. From designer systems, custom sheet metal, and complete drainage systems, we have the solutions/systems you can depend on for years to come.","Construction","51-200 employees","Privately Held","West Allis, Wisconsin","United States","aloisroofing.com","https://www.linkedin.com/company/alois-roofing-&-sheet-metal","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:29.380Z","Right Way Plumbing & Mechanical LLC","Commercial and high rise residential experts.","Construction","201-500 employees","Public Company","Sunrise, Florida","United States","rightwayplumbing.com","https://www.linkedin.com/company/right-way-plumbing","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:28.700Z","James B Donaghey Inc","James B Donaghey Inc  is a full service Mechanical Contractor proudly serving the Southeast for over 100 years","Construction","201-500 employees","Self Owned","Mobile, AL","United States","donagheymechanical.com","https://www.linkedin.com/company/james-b-donaghey-inc-mech","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:29.062Z","Lord Construction Services, LLC","Experienced in extremely demanding and aggressive schedules, LORD and its time proven pre-fab /BIM integrated project delivery method, have constructed highly complex piping manifolds, amongst many other terminal components, on time, under budget, and with the utmost quality for various petroleum products distribution facilities over the past 5 years. Over 15 miles of large bore carbon steel piping including over 5,000 welds have been self-performed in record time in 2014 alone, thus making LORD the “go-to” hydrocarbons contractor in South Texas and Puerto Rico. In recent months LORD has had active participation in the design build activities for several clients including the installation of piping from 1/2” thru 24” in diameter for ultra-low sulfur diesel, jet fuel, fuel oil, ethanol, natural gas, gasoline, butane and propane systems, lateral distribution piping to tanks and their respective connections to tanks, main manifold pumps installation, process instrumentation installation and structural steel works for piping supports Including valve access walkways.

Some of our projects have included:

•	Terminal Dock Pipe Installation, Large Bore Piping Installation Over Water for Multiple Petroleum Products Transmission
•	Interconnecting Large Bore Piping, and Corresponding Valving Installation for Petroleum Products Distribution
•	Main Manifold Piping, Large Bore Piping, Pumps, Structural Steel, Electrical I & C for Main Distribution Center
•	Main Electrical Power Distribution and Instrumentation Installation for Petroleum Distribution Control Center
•	LPG Phase 1 Project, Bullets, Spheres, Manifold and Piping with Corresponding Valving, Piping, Structural, Foundations and Electrical / Instrumentation and Control Installation for 30+ tanks	
•	Diesel, Gasoline, Jet Fuel Distribution Piping Installation for 6 Storage Tanks Including Valving, Gauging, and I&C
•	Refrigerated LPG Piping, Structural Supports and Equipment Installation","Construction","51-200 employees","Privately Held","Corpus Christi, TX","United States","lordelectric.com","https://www.linkedin.com/company/lord-construction-services-llc","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:28.700Z","Landmark Fire Protection Inc.","Landmark Fire Protection is a full service fire protection contractor located at 43 Stiles Ln, Pinebrook, New Jersey. Some of our more notable jobs we have completed include Metlife Stadium, Red Bull Arena, Prudential Center, and the Statue of Liberty. 

From the bidding phase through code compliant design, professional installation, acceptance, and continued testing and inspections, we service all aspects of our clients’ projects. We performs all our fire sprinkler design in house and are fully proficient in 3D drafting and BIM coordination.  

We are certified by the State of New Jersey and The Port Authority of NY/NJ. We are also a NJ state certified Small Business Enterprise (SBE) Category 3 and 6 firm and In 2001, we were named Subcontractor of the Year by the American Subcontractors Association of New Jersey.","Construction","51-200 employees","Privately Held","Pinebrook, New Jersey","United States","landmarkfire.com","https://www.linkedin.com/company/landmark-fire-protection","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:29.062Z","DreamWeaver Homes PBC","DreamWeaver Homes is a public benefit corporation (PBC) utilizing advanced cold-formed steel manufacturing and fabrication CAD/CAM technologies to mass produce superior, cost efficient and environmentally sound construction components for housing construction.  

The process of using light gauge steel in construction is supported in multiple extensive studies by the US Department of Housing and Urban Development (HUD), in association with Partnership for Advanced Technology in Housing (PATH) and the Manufactured Housing Research Alliance. One of the whitepapers is titled the Design for a Cold-Formed Steel Framed Manufactured Home, & available online at: https://www.huduser.gov/portal/publications/pdf/sfmh_rpt.pdf 

A follow up study by the group titled Steel Framing Prototype Development: Final Report, further solidified the structural and cost benefits of cold formed steel (CFS) housing construction. That report is available at: https://www.huduser.gov/portal/Publications/pdf/SteelReport.pdf 

Residential and commercial construction techniques & technologies have evolved to an extent where 100% engineered structures are producible faster, more safely and accurately & with greater structural integrity than traditional methodologies.

The University of California San Diego Jacobs School of Engineering put a six-story, lightweight CFS building through a series of scaled motion earthquakes. The purpose of the tests was to see if it was possible to withstand a historic earthquake combined with an ensuing fire in a multi-story, multi-family structure. Test results proved that CFS could not only withstand the earthquakes & fire, but also could be built much more efficiently than traditional wood or concrete structures.

CSIRO, Australia’s National Science Agency conducted a study titled Burning Down the House (A Trial by Fire). In their video, https://www.youtube.com/watch?v=KBtawn7IAnI, they successfully demonstrate that a steel frame home can be virtually indestructible","Construction","201-500 employees","Privately Held","Lansdale, Pennsylvania","United States","dreamweaverhomes.biz","https://www.linkedin.com/company/dreamweaver-homes-pbc","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:29.062Z","RGS Products, Inc","RGS is a full service architectural metals and glass fabrication contracting company established in 2009 with over 100 years combined experience in the industry. We provide state of the art CAD drafting, engineering, fabrication, and installation services; necessary to provide you with a single source to assist you in managing your projects.","Construction","51-200 employees","Privately Held","Waterford, PA","United States","rgsproductsinc.com","https://www.linkedin.com/company/rgs-products-inc","People Search Updated",,,"✅ Sent",,
,"2025-07-25T13:00:41.393Z","2025-07-28T11:51:29.062Z","Tucker Mechanical Inc.","Full service mechanical contractor specializing in the fields of heating, air conditioning and plumbing as well as planned and emergency service.","Construction","201-500 employees","Public Company",,"United States","tuckermech.com","https://www.linkedin.com/company/titan-mechanical-contractors","People Search Updated",,,"✅ Sent",,
